iter	MAE	RMSE
2080	0.0007889299209	0.001130540675
2085	0.0007833437393	0.0011230553
2090	0.00077911693	0.001117492524
2095	0.0007747734989	0.001111486821
2100	0.0007703650512	0.001105367228
2105	0.0007667713521	0.001100307973
2110	0.0007617233799	0.001093279075
2115	0.0007569436377	0.001086685783
2120	0.0007526818418	0.001080674332
2125	0.0007473635258	0.001072754435
2130	0.0007429441448	0.001066619363
2135	0.0007401003964	0.001062517048
2140	0.0007358973488	0.001056558104
2145	0.0007317923362	0.001050955756
2150	0.0007266539093	0.001043857585
2155	0.0007218347344	0.001036985555
2160	0.0007188497279	0.00103267228
2165	0.0007125128668	0.001024103832
2170	0.0007066489797	0.001015977814
2175	0.0007024591248	0.00101013824
2180	0.0006965216203	0.00100164668
2185	0.0006924717844	0.0009962820332
2190	0.0006888396002	0.0009913663958
2195	0.0006851633183	0.0009863338939
2200	0.0006810636267	0.0009805945366
2205	0.0006775239381	0.0009755710034
2210	0.0006730080526	0.0009692862581
2215	0.0006689528958	0.0009636958491
2220	0.000665719558	0.0009592377303
2225	0.0006596930564	0.0009510475586
2230	0.0006543549876	0.0009436198811
2235	0.0006508541486	0.0009388310354
2240	0.0006476039006	0.0009339515998
2245	0.0006449745176	0.0009302991383
2250	0.0006412947371	0.0009252420568
2255	0.0006368423376	0.0009190959338
2260	0.0006334384404	0.0009140629195
2265	0.0006299284174	0.0009090092819
2270	0.000625045465	0.0009023839598
2275	0.0006206308946	0.0008962897606
2280	0.0006171132913	0.0008911596588
2285	0.0006141830241	0.0008874435322
2290	0.0006101029395	0.0008819521711
2295	0.0006072990612	0.0008778592718
2300	0.0006043785612	0.0008737970966
2305	0.0006012559046	0.000869394573
2310	0.0005972838774	0.000863570324
2315	0.0005938114649	0.0008588561089
2320	0.0005906423419	0.0008545980568
2325	0.0005870350855	0.000849932775
2330	0.0005821155066	0.0008434943724
2335	0.0005779522196	0.0008380817
2340	0.0005743607072	0.0008330694612
2345	0.0005716047167	0.0008290978137
2350	0.0005671745118	0.0008232867723
2355	0.0005645593785	0.0008196625757
2360	0.0005619129031	0.0008157132619
2365	0.0005585572217	0.0008110481925
2370	0.0005545041788	0.0008054125072
2375	0.0005508833652	0.0008003146734
2380	0.0005482133103	0.0007965289568
2385	0.0005439139768	0.0007900248761
2390	0.0005395982069	0.0007841053749
2395	0.0005357108762	0.0007784236782
2400	0.000533806844	0.0007756190514
2405	0.0005304447484	0.0007707231078
2410	0.0005283987657	0.0007679644628
2415	0.0005247245612	0.0007631964908
2420	0.0005216186326	0.0007588854297
2425	0.000518721056	0.000754655975
2430	0.0005156605734	0.0007502686626
2435	0.000512093916	0.000745080882
2440	0.0005087438471	0.000740089898
2445	0.0005046184986	0.0007342173499
2450	0.0005004266758	0.0007281211151
2455	0.0004977622698	0.0007241306875
2460	0.0004949345934	0.000720155041
2465	0.0004925133073	0.0007168116955
2470	0.0004894571616	0.000712457394
2475	0.0004865519682	0.000708481221
2480	0.0004837073087	0.0007045629783
2485	0.0004803570211	0.0007001208113
2490	0.0004775822254	0.0006962167326
2495	0.0004747258673	0.0006922714875
2500	0.0004717219098	0.0006881674195
2505	0.0004688344283	0.0006841908196
2510	0.0004652672607	0.0006789714942
2515	0.0004630679204	0.0006759254037
2520	0.0004602631674	0.0006723909556
2525	0.000457930441	0.0006690036976
2530	0.0004549858148	0.0006646416261
2535	0.0004530245286	0.0006620711242
2540	0.0004503959474	0.0006582912496
2545	0.0004476486306	0.0006545051519
2550	0.000445229677	0.0006511940437
2555	0.0004423044392	0.0006470723294
2560	0.0004399546204	0.0006437318915
2565	0.0004378858964	0.0006407769195
2570	0.0004355387745	0.0006374818234
2575	0.0004325690017	0.0006334830454
2580	0.0004302937844	0.000630039441
2585	0.000427655181	0.0006263097764
2590	0.0004253631264	0.0006230681514
2595	0.0004225687236	0.0006190602055
2600	0.0004199002358	0.000615317928
2605	0.0004175863875	0.0006119850258
2610	0.0004156805696	0.0006091936931
2615	0.0004133521435	0.0006057760179
2620	0.0004110704391	0.0006027906166
2625	0.000408645873	0.0005994417648
2630	0.0004063355963	0.0005961992029
2635	0.0004031460645	0.0005915659377
2640	0.000400242839	0.0005874626671
2645	0.0003968809257	0.0005828699864
2650	0.0003945885795	0.0005796095054
2655	0.0003917807652	0.0005758085919
2660	0.0003897811032	0.0005729613067
2665	0.0003876770647	0.0005699899176
2670	0.0003856352366	0.0005669899953
2675	0.0003838071179	0.0005643540119
2680	0.0003809176684	0.0005602814342
2685	0.0003784287417	0.0005567897454
2690	0.000376326161	0.0005535311765
2695	0.000373396805	0.0005493204556
2700	0.0003707167644	0.0005454423224
2705	0.0003684233978	0.0005422629648
2710	0.0003657085893	0.0005384456431
2715	0.0003631973587	0.0005348985809
2720	0.0003609408009	0.0005316206269
2725	0.0003584460431	0.0005284144651
2730	0.0003564236398	0.0005254344279
2735	0.0003538833631	0.0005218579556
2740	0.000351948827	0.000518980829
2745	0.000350179748	0.0005164764934
2750	0.0003474659965	0.0005126678112
2755	0.0003452298839	0.0005095219072
2760	0.0003434543178	0.0005070070713
2765	0.0003420155335	0.0005049631986
2770	0.0003395220512	0.000501241994
2775	0.0003371320344	0.0004978445887
2780	0.0003349570753	0.0004946774061
2785	0.0003332922999	0.0004925229637
2790	0.0003316620008	0.0004902378325
2795	0.0003300157755	0.0004878660458
2800	0.0003280929016	0.0004850961261
2805	0.0003260988156	0.0004821140857
2810	0.0003240649323	0.0004791984578
2815	0.0003219902315	0.0004761565204
2820	0.000320452756	0.0004739162182
2825	0.0003184811561	0.0004709191954
2830	0.0003162837109	0.000467808858
2835	0.0003145773161	0.0004653450005
2840	0.0003126289312	0.0004625352995
2845	0.000311003552	0.0004603013632
2850	0.0003091686911	0.0004577552945
2855	0.0003071318195	0.0004547379896
2860	0.000305000466	0.0004516651907
2865	0.0003037150757	0.0004498245499
2870	0.0003020219284	0.0004473811156
2875	0.0003002836813	0.0004448099001
2880	0.0002982169618	0.0004418284825
2885	0.0002960934073	0.000438718909
2890	0.0002943228341	0.0004361890795
2895	0.0002929407936	0.0004341673861
2900	0.0002914376486	0.0004321135236
2905	0.0002894770002	0.0004292361698
2910	0.0002880516638	0.0004273564953
2915	0.0002859047304	0.0004241797252
2920	0.0002845240747	0.0004219997241
2925	0.0002832487613	0.0004202063274
2930	0.0002818874029	0.0004182441702
2935	0.0002795705297	0.0004149021474
2940	0.0002781106623	0.0004128080873
2945	0.0002757822727	0.0004093982656
2950	0.0002738745414	0.0004066487373
2955	0.0002724417886	0.0004045210377
2960	0.0002701912623	0.0004012474168
2965	0.0002683798168	0.000398443678
2970	0.0002663940583	0.0003956460225
2975	0.0002647591126	0.0003933037812
2980	0.0002631391819	0.0003910213302
2985	0.0002616776198	0.0003888872005
2990	0.0002598671766	0.0003862021313
2995	0.0002582052256	0.0003836883246
3000	0.0002566523342	0.0003814722223
3005	0.0002551401328	0.0003792137254
3010	0.0002531066505	0.0003762414787
3015	0.0002517659742	0.0003742052633
3020	0.0002502949002	0.0003722074889
3025	0.0002486699038	0.0003699499491
3030	0.0002472367137	0.0003679605788
3035	0.0002457620317	0.0003657443598
3040	0.0002442530192	0.0003635994426
3045	0.0002424919398	0.000361096357
3050	0.0002415004545	0.0003597657053
3055	0.0002402488116	0.0003579214021
3060	0.0002392722503	0.0003565819592
3065	0.0002372561336	0.0003537523472
3070	0.0002356861316	0.0003514827565
3075	0.0002343033257	0.0003495443243
3080	0.000232899783	0.0003473703922
3085	0.000231242588	0.0003449624018
3090	0.00022978283	0.0003428079884
3095	0.000228156558	0.0003404253839
3100	0.0002267943067	0.0003384217693
3105	0.0002255769944	0.0003366873603
3110	0.0002244752287	0.0003349972009
3115	0.0002231439914	0.0003330798171
3120	0.0002214670983	0.0003307278421
3125	0.0002201561059	0.0003289219384
3130	0.0002187963328	0.0003270474962
3135	0.0002174184287	0.0003251221726
3140	0.0002158803154	0.0003229641217
3145	0.000214804498	0.0003214969548
3150	0.00021334884	0.0003193990593
3155	0.0002119805572	0.0003173922526
3160	0.0002107996527	0.0003157575737
3165	0.0002095003589	0.0003138858433
3170	0.0002082780901	0.0003121092792
3175	0.0002069476182	0.0003100916788
3180	0.0002055972113	0.0003082631193
3185	0.0002046875799	0.0003069138604
3190	0.0002030077895	0.0003045234162
3195	0.0002016751856	0.0003026269378
3200	0.0002005375222	0.0003009856751
3205	0.0001991277658	0.000298895944
3210	0.0001978866918	0.0002971856424
3215	0.0001968759821	0.0002956794109
3220	0.0001955537102	0.0002938953762
3225	0.000194076222	0.0002918315381
3230	0.0001930307445	0.0002901719288
3235	0.0001920806053	0.0002887741791
3240	0.0001912217591	0.000287433096
3245	0.0001902154227	0.0002861254551
3250	0.0001891081357	0.0002844211514
3255	0.0001882581636	0.0002831600457
3260	0.0001868978257	0.0002811396915
3265	0.0001857319544	0.0002793944526
3270	0.0001846673984	0.0002777818739
3275	0.0001833382385	0.0002758746762
3280	0.0001825369742	0.0002746853973
3285	0.0001814648741	0.0002730548415
3290	0.0001801736345	0.0002712104597
3295	0.0001793063879	0.0002699568133
3300	0.0001783824521	0.0002686136764
3305	0.0001774320942	0.0002671578027
3310	0.0001762905495	0.0002653655674
3315	0.0001753449294	0.0002639864171
3320	0.0001743087088	0.0002624878743
3325	0.0001732096035	0.0002607471815
3330	0.0001721379226	0.0002591489079
3335	0.0001713865141	0.0002580685875
3340	0.0001704241478	0.0002566645116
3345	0.0001695321555	0.0002553913823
3350	0.0001683966241	0.0002537451071
3355	0.0001673968113	0.0002523018449
3360	0.0001664172251	0.0002508935393
3365	0.0001653802027	0.0002493455125
3370	0.0001644763295	0.0002480407375
3375	0.0001634433888	0.0002464970299
3380	0.0001623780492	0.0002448745759
3385	0.0001615064657	0.0002435760514
3390	0.0001605416758	0.0002422033776
3395	0.0001597525839	0.0002410098574
3400	0.0001588158562	0.0002396735618
3405	0.0001577405309	0.0002380576578
3410	0.0001564530268	0.000236121402
3415	0.0001555013205	0.0002347699308
3420	0.000154709313	0.0002335800246
3425	0.0001538758502	0.0002323494298
3430	0.0001525144189	0.0002303607393
3435	0.0001515975625	0.0002290128716
3440	0.0001506921131	0.0002276127481
3445	0.0001495365738	0.0002259295743
3450	0.0001487628158	0.0002248230099
3455	0.0001477765603	0.0002233159413
3460	0.0001466440083	0.0002216980206
3465	0.0001459995365	0.0002207459545
3470	0.0001451595593	0.0002194871554
3475	0.0001442422381	0.0002181785953
3480	0.0001435324673	0.0002170887036
3485	0.0001426452765	0.0002157785666
3490	0.0001420155919	0.0002148849468
3495	0.0001412341078	0.0002137336111
3500	0.000140508265	0.0002126755912
3505	0.0001396200446	0.0002113454656
3510	0.0001387095477	0.0002100898553
3515	0.0001380525573	0.0002091468354
3520	0.0001371621047	0.0002078474363
3525	0.0001361298109	0.0002063597137
3530	0.0001354844371	0.0002054579211
3535	0.0001345058713	0.0002040583698
3540	0.000133802788	0.000202975979
3545	0.000133158544	0.0002020112913
3550	0.0001323601406	0.0002008739488
3555	0.0001316976926	0.0001999486843
3560	0.0001307478632	0.0001985411748
3565	0.0001298329109	0.0001971658818
3570	0.0001291380913	0.0001961694726
3575	0.0001282467276	0.0001948799712
3580	0.0001273414969	0.0001935119241
3585	0.0001268226486	0.0001927125387
3590	0.0001262851317	0.0001919342612
3595	0.0001253308925	0.0001905242389
3600	0.0001245655258	0.0001893377493
3605	0.0001237839233	0.0001881440021
3610	0.0001229220795	0.0001869014401
3615	0.0001222458282	0.0001859220273
3620	0.0001216770057	0.0001850655992
3625	0.000120719122	0.0001837095387
3630	0.0001201330978	0.0001828092468
3635	0.0001194639532	0.0001818019114
3640	0.0001187022947	0.0001806814951
3645	0.0001178186664	0.0001793957747
3650	0.0001170565068	0.0001783378089
3655	0.000116357979	0.0001772772684
3660	0.0001156171212	0.0001762003597
3665	0.0001149162609	0.0001751745571
3670	0.0001139689461	0.0001738210443
3675	0.0001132231318	0.0001727275457
3680	0.0001122780948	0.0001712590009
3685	0.0001116125127	0.0001702723381
3690	0.0001107819107	0.0001690759699
3695	0.0001101832585	0.000168201709
3700	0.000109434966	0.0001671580469
3705	0.0001089141042	0.0001663881301
3710	0.000108279199	0.0001654225657
3715	0.0001076112479	0.0001644494317
3720	0.0001069926789	0.0001635366295
3725	0.0001064031924	0.0001626441778
3730	0.0001057520969	0.0001616695923
3735	0.0001049852087	0.0001605125867
3740	0.0001044135617	0.0001596260048
3745	0.0001037139588	0.0001585879582
3750	0.0001031646886	0.0001577354559
3755	0.0001024791896	0.0001567289092
3760	0.0001016907173	0.0001555826571
3765	0.0001010767676	0.0001546736719
3770	0.0001004685396	0.000153745721
3775	9.981183166e-05	0.0001527563962
3780	9.914737927e-05	0.000151768654
3785	9.848309088e-05	0.0001508041804
3790	9.806511126e-05	0.0001502185542
3795	9.747659056e-05	0.0001494133329
3800	9.700653204e-05	0.0001486484156
3805	9.65226338e-05	0.000148028306
3810	9.605414238e-05	0.0001473196239
3815	9.537585027e-05	0.0001462390322
3820	9.488066341e-05	0.0001455562009
3825	9.435364246e-05	0.000144800011
3830	9.371020021e-05	0.0001437819491
3835	9.319116055e-05	0.0001429910319
3840	9.276893517e-05	0.0001423396688
3845	9.227896896e-05	0.0001415517557
3850	9.175667665e-05	0.0001408123931
3855	9.113020833e-05	0.0001398827719
3860	9.059838584e-05	0.0001390912403
3865	9.004073346e-05	0.0001382083844
3870	8.949064326e-05	0.0001373359772
3875	8.889958969e-05	0.0001364888467
3880	8.836985363e-05	0.000135670061
3885	8.769989815e-05	0.0001346524802
3890	8.721577214e-05	0.0001339352869
3895	8.671483619e-05	0.0001332058248
3900	8.626576047e-05	0.0001325270281
3905	8.567110802e-05	0.0001316680905
3910	8.514414173e-05	0.0001308650922
3915	8.453276135e-05	0.0001299557477
3920	8.403889559e-05	0.0001292301663
3925	8.366356491e-05	0.0001285947124
3930	8.332987183e-05	0.0001280698475
3935	8.27337616e-05	0.0001271748513
3940	8.222527258e-05	0.0001263971347
3945	8.182515066e-05	0.0001258004925
3950	8.132559048e-05	0.0001250583363
3955	8.067441293e-05	0.0001241135138
3960	8.020921972e-05	0.0001233767511
3965	7.969399761e-05	0.0001226138988
3970	7.921610357e-05	0.0001218503826
3975	7.889634132e-05	0.000121392141
3980	7.841263441e-05	0.0001206914449
3985	7.796285714e-05	0.0001199848124
3990	7.752045073e-05	0.0001193069051
3995	7.703098563e-05	0.0001185892705
3999	7.682498425e-05	0.0001182835071
